base_price,discount_percentage,quantity,manufacturer,product_id,category,sku,taxless_price,unit_discount_amount,min_price,_id,discount_amount,created_on,product_name,price,taxful_price,base_unit_price,customer_id,basket_date,basket_count,product_category,product_color
24.99,0,1,Elitelligence,47122587,Men's Clothing,ZO0595205952,24.99,0.0,13.24,sold_product_585636_22606,0.0,2016-12-27 03:04:19,Sweatshirt - mottled grey,24.99,24.99,24.99,20861832,2019-06-17,2,Sweatshirt,mottled grey
24.99,0,1,Elitelligence,47122587,Men's Clothing,ZO0595205952,24.99,0.0,13.24,sold_product_585636_22606,0.0,2016-12-27 03:04:19,Sweatshirt - mottled grey,24.99,24.99,24.99,1506773,2019-06-19,2,Sweatshirt,mottled grey
14.99,0,1,Elitelligence,31508759,Men's Clothing,ZO0527605276,14.99,0.0,7.64,sold_product_578355_13586,0.0,2016-12-21 18:23:02,Tracksuit bottoms - dark grey multicolor,14.99,14.99,14.99,42996398,2019-06-18,2,Tracksuit bottoms,dark grey multicolor
24.99,0,1,Low Tide Media,37621862,Men's Clothing,ZO0457304573,24.99,0.0,11.5,sold_product_576663_19930,0.0,2016-12-20 11:32:38,Tracksuit top - dark blue multicolor,24.99,24.99,24.99,14792714,2019-06-18,2,Tracksuit top,dark blue multicolor
12.99,0,1,Elitelligence,34944273,Men's Clothing,ZO0562905629,12.99,0.0,6.5,sold_product_561878_17804,0.0,2016-12-09 11:15:22,Long sleeved top - mottled dark grey,12.99,12.99,12.99,23878579,2019-06-17,2,Long sleeved top,mottled dark grey
59.99,0,1,Gnomehouse,44263141,Women's Clothing,ZO0353103531,59.99,0.0,31.79,sold_product_576696_22364,0.0,2016-12-20 12:15:50,Cardigan - black,59.99,59.99,59.99,11350951,2019-06-17,2,Cardigan,black
14.99,0,1,Tigress Enterprises,49953830,Women's Accessories,ZO0079500795,14.99,0.0,7.79,sold_product_576473_16364,0.0,2016-12-20 08:16:48,Watch - black,14.99,14.99,14.99,42823122,2019-06-17,2,Watch,black
10.99,0,1,Pyramidustries,31294046,Women's Accessories,ZO0192701927,10.99,0.0,5.17,sold_product_586220_12978,0.0,2016-12-27 13:58:05,Scarf - offwhite/black,10.99,10.99,10.99,15335022,2019-06-17,2,Scarf,offwhite/black
49.99,0,1,Angeldale,40276011,Women's Shoes,ZO0670806708,49.99,0.0,23.01,sold_product_575420_24406,0.0,2016-12-19 12:47:31,High heeled sandals - Midnight Blue,49.99,49.99,49.99,19138173,2019-06-17,2,High heeled sandals,Midnight Blue
49.99,0,1,Angeldale,40276011,Women's Shoes,ZO0670806708,49.99,0.0,23.01,sold_product_575420_24406,0.0,2016-12-19 12:47:31,High heeled sandals - Midnight Blue,49.99,49.99,49.99,17867374,2019-06-09,3,High heeled sandals,Midnight Blue
49.99,0,1,Angeldale,40276011,Women's Shoes,ZO0670806708,49.99,0.0,23.01,sold_product_575420_24406,0.0,2016-12-19 12:47:31,High heeled sandals - Midnight Blue,49.99,49.99,49.99,41894976,2019-05-28,2,High heeled sandals,Midnight Blue
49.99,0,1,Angeldale,40276011,Women's Shoes,ZO0670806708,49.99,0.0,23.01,sold_product_575420_24406,0.0,2016-12-19 12:47:31,High heeled sandals - Midnight Blue,49.99,49.99,49.99,35180826,2019-06-11,2,High heeled sandals,Midnight Blue
49.99,0,1,Angeldale,40276011,Women's Shoes,ZO0670806708,49.99,0.0,23.01,sold_product_575420_24406,0.0,2016-12-19 12:47:31,High heeled sandals - Midnight Blue,49.99,49.99,49.99,26994027,2019-05-26,2,High heeled sandals,Midnight Blue
49.99,0,1,Angeldale,40276011,Women's Shoes,ZO0670806708,49.99,0.0,23.01,sold_product_575420_24406,0.0,2016-12-19 12:47:31,High heeled sandals - Midnight Blue,49.99,49.99,49.99,40674870,2019-05-29,2,High heeled sandals,Midnight Blue
49.99,0,1,Angeldale,40276011,Women's Shoes,ZO0670806708,49.99,0.0,23.01,sold_product_575420_24406,0.0,2016-12-19 12:47:31,High heeled sandals - Midnight Blue,49.99,49.99,49.99,22640687,2019-05-27,2,High heeled sandals,Midnight Blue
49.99,0,1,Angeldale,40276011,Women's Shoes,ZO0670806708,49.99,0.0,23.01,sold_product_575420_24406,0.0,2016-12-19 12:47:31,High heeled sandals - Midnight Blue,49.99,49.99,49.99,26156899,2019-05-26,2,High heeled sandals,Midnight Blue
49.99,0,1,Angeldale,40276011,Women's Shoes,ZO0670806708,49.99,0.0,23.01,sold_product_575420_24406,0.0,2016-12-19 12:47:31,High heeled sandals - Midnight Blue,49.99,49.99,49.99,35180826,2019-06-10,3,High heeled sandals,Midnight Blue
49.99,0,1,Angeldale,40276011,Women's Shoes,ZO0670806708,49.99,0.0,23.01,sold_product_575420_24406,0.0,2016-12-19 12:47:31,High heeled sandals - Midnight Blue,49.99,49.99,49.99,44421889,2019-06-17,3,High heeled sandals,Midnight Blue
49.99,0,1,Angeldale,40276011,Women's Shoes,ZO0670806708,49.99,0.0,23.01,sold_product_575420_24406,0.0,2016-12-19 12:47:31,High heeled sandals - Midnight Blue,49.99,49.99,49.99,18534853,2019-05-25,2,High heeled sandals,Midnight Blue
49.99,0,1,Angeldale,40276011,Women's Shoes,ZO0670806708,49.99,0.0,23.01,sold_product_575420_24406,0.0,2016-12-19 12:47:31,High heeled sandals - Midnight Blue,49.99,49.99,49.99,17212763,2019-05-22,2,High heeled sandals,Midnight Blue
41.99,0,1,Pyramidustries,49817430,Women's Shoes,ZO0141301413,41.99,0.0,21.41,sold_product_579953_19663,0.0,2016-12-22 23:29:46,Cowboy/Biker boots - black,41.99,41.99,41.99,28655652,2019-06-17,2,Cowboy/Biker boots,black
13.99,0,1,Pyramidustries,32556376,Women's Accessories,ZO0209102091,13.99,0.0,7.41,sold_product_579953_15679,0.0,2016-12-22 23:29:46,Clutch - black,13.99,13.99,13.99,1599046,2019-06-17,2,Clutch,black
49.99,0,1,Gnomehouse,35008370,Women's Shoes,ZO0325203252,49.99,0.0,25.99,sold_product_579996_18807,0.0,2016-12-23 00:18:43,Ankle boots - black,49.99,49.99,49.99,27450196,2019-06-17,2,Ankle boots,black
13.99,0,1,Spherecords Maternity,50041873,Women's Clothing,ZO0705207052,13.99,0.0,7.01,sold_product_557193_16407,0.0,2016-12-06 01:06:14,Maxi skirt - mid grey multicolor,13.99,13.99,13.99,42541854,2019-06-17,2,Maxi skirt,mid grey multicolor
10.99,0,1,Low Tide Media,48346739,Men's Clothing,ZO0439104391,10.99,0.0,5.71,sold_product_715219_23440,0.0,2016-12-28 11:11:02,Print T-shirt - grey multicolor,10.99,10.99,10.99,2090140,2019-06-17,2,Print T-shirt,grey multicolor
16.99,0,1,Elitelligence,33712748,Men's Accessories,ZO0600606006,16.99,0.0,9.01,sold_product_580047_11895,0.0,2016-12-23 00:59:02,Watch - black,16.99,16.99,16.99,43043252,2019-06-17,2,Watch,black
24.99,0,1,Spherecords,1068944,Women's Clothing,ZO0655206552,24.99,0.0,11.75,sold_product_580088_24526,0.0,2016-12-23 01:33:36,Cardigan - black,24.99,24.99,24.99,8917417,2019-06-17,2,Cardigan,black
7.99,0,1,Elitelligence,46500920,Men's Clothing,ZO0614006140,7.99,0.0,3.68,sold_product_580168_22461,0.0,2016-12-23 02:57:07,3 PACK - Socks - white,7.99,7.99,7.99,7751651,2019-06-16,3,3 PACK,Socks - white
28.99,0,1,Oceanavigations,6259159,Men's Clothing,ZO0298602986,28.99,0.0,14.78,sold_product_581282_20429,0.0,2016-12-23 23:11:02,Jumper - navy,28.99,28.99,28.99,23462918,2019-06-16,2,Jumper,navy
64.99,0,1,Spherecords,33875067,Women's Clothing,ZO0652906529,64.99,0.0,33.14,sold_product_576925_22063,0.0,2016-12-20 16:07:41,Jumper - grey multicolor,64.99,64.99,64.99,44095389,2019-06-16,2,Jumper,grey multicolor
22.99,0,1,Tigress Enterprises Curvy,32942036,Women's Clothing,ZO0104801048,22.99,0.0,12.18,sold_product_576925_22629,0.0,2016-12-20 16:07:41,Print T-shirt - black,22.99,22.99,22.99,44364979,2019-06-16,2,Print T-shirt,black
41.99,0,1,Tigress Enterprises,31299289,Women's Clothing,ZO0044400444,41.99,0.0,22.25,sold_product_570708_21464,0.0,2016-12-16 00:15:50,Jumper dress - red/black,41.99,41.99,41.99,9912477,2019-06-16,2,Jumper dress,red/black
41.99,0,1,Tigress Enterprises,31299289,Women's Clothing,ZO0044400444,41.99,0.0,22.25,sold_product_570708_21464,0.0,2016-12-16 00:15:50,Jumper dress - red/black,41.99,41.99,41.99,43094825,2019-06-04,2,Jumper dress,red/black
